CVE_ENT,CVE_LOC,CVE_MUN,NOM_ENT,NOM_MUN,NOM_LOC,POBTOT,deci_lon,deci_lat
03,030021188,03002,Baja California Sur,Mulegé,Unión y Progreso,191,-113.37013527777778,27.61861
03,030021245,03002,Baja California Sur,Mulegé,Los Pilares,10,-112.00647305555556,26.871763611111113
03,030021251,03002,Baja California Sur,Mulegé,Rancho Guadalupe,9,-113.73793500000001,27.882019444444445
03,030021337,03002,Baja California Sur,Mulegé,Los Naranjos,10,-112.01940638888888,26.882423055555556
03,030021374,03002,Baja California Sur,Mulegé,Ejido Luis Echeverría,433,-113.14765138888889,26.82319888888889
03,030021404,03002,Baja California Sur,Mulegé,La Salina,7,-112.16828111111111,27.16815638888889
03,030021435,03002,Baja California Sur,Mulegé,San Francisco,1919,-113.41926444444445,27.644699444444445
03,030021496,03002,Baja California Sur,Mulegé,San Luciano,28,-112.24875777777778,27.304469722222223
03,030021511,03002,Baja California Sur,Mulegé,Colonia Nueva Esperanza,186,-113.35859527777777,27.591569999999997
03,030021515,03002,Baja California Sur,Mulegé,El Dátil,10,-113.09753222222221,27.673203055555557
03,030021517,03002,Baja California Sur,Mulegé,Don Juanito,321,-113.45179861111112,27.6250425
03,030021554,03002,Baja California Sur,Mulegé,La Baliza,7,-113.54786333333332,26.728118888888886
03,030021583,03002,Baja California Sur,Mulegé,Piedras Negras,10,-112.91001527777779,27.28818277777778
03,030021642,03002,Baja California Sur,Mulegé,Doctor Belisario Domínguez,49,-113.89059555555556,27.454932222222222
03,030021777,03002,Baja California Sur,Mulegé,Quinta Gloria,20,-114.84512972222221,27.726344166666664
03,030030001,03003,Baja California Sur,La Paz,La Paz,250141,-110.30659,24.148744999999998
03,030030003,03003,Baja California Sur,La Paz,Todos Santos,7185,-110.22561333333334,23.450436944444444
03,030030020,03003,Baja California Sur,La Paz,Agua Amarga,12,-111.09454472222222,24.460880833333334
03,030030051,03003,Baja California Sur,La Paz,La Banderita,15,-110.95528583333333,24.991233055555558
03,030030060,03003,Baja California Sur,La Paz,Boca del Sauzoso,40,-110.64190805555556,24.31128027777778
03,030030076,03003,Baja California Sur,La Paz,Las Calabazas,29,-110.16056666666667,23.952175
03,030030092,03003,Baja California Sur,La Paz,El Centenario,6221,-110.4131275,24.10244861111111
03,030030108,03003,Baja California Sur,La Paz,Chametla,3054,-110.37407388888889,24.101973055555558
03,030030120,03003,Baja California Sur,La Paz,San Rafael de los Encinitos,24,-110.11124944444444,24.02514111111111
03,030030121,03003,Baja California Sur,La Paz,Ensenada de Cortés,30,-110.82805388888889,25.0497525
03,030030143,03003,Baja California Sur,La Paz,La Huerta,41,-110.165075,24.055231111111112
03,030030170,03003,Baja California Sur,La Paz,Matancitas,12,-110.07393694444444,23.154056666666666
03,030030175,03003,Baja California Sur,La Paz,El Médano,12,-111.51027555555555,24.53305611111111
03,030030186,03003,Baja California Sur,La Paz,Santa Clara,10,-111.45738888888889,24.595045
03,030030192,03003,Baja California Sur,La Paz,El Palo Verde,12,-111.14412,24.5438675
03,030030210,03003,Baja California Sur,La Paz,El Porvenir,12,-110.18686805555556,23.348222222222223
03,030030219,03003,Baja California Sur,La Paz,Las Pocitas,350,-111.1054186111111,24.39413
03,030030223,03003,Baja California Sur,La Paz,La Primer Agua,16,-110.79798138888889,24.850511111111114
03,030030224,03003,Baja California Sur,La Paz,Puerto Chale,393,-111.55271305555556,24.42417027777778
03,030030236,03003,Baja California Sur,La Paz,Los Robles,7,-110.12564083333332,24.035303333333335
03,030030237,03003,Baja California Sur,La Paz,El Rosario Uno,81,-110.11190972222222,23.743134166666668
03,030030241,03003,Baja California Sur,La Paz,San Andrés,10,-110.04917111111111,23.388275277777776
03,030030258,03003,Baja California Sur,La Paz,San Hilario,43,-111.00129,24.346633333333333
03,030030277,03003,Baja California Sur,La Paz,San Pedro,714,-110.26245972222222,23.925165833333335
03,030030289,03003,Baja California Sur,La Paz,Tepeyac Santa Fe,21,-111.21320027777779,24.304895555555557
03,030030294,03003,Baja California Sur,La Paz,Santa Rita del Coyote,10,-110.83594333333333,24.76178277777778
03,030030302,03003,Baja California Sur,La Paz,El Saucito,7,-110.0752261111111,23.64486361111111
03,030030306,03003,Baja California Sur,La Paz,La Soledad,56,-110.81550833333333,24.812579166666666
03,030030309,03003,Baja California Sur,La Paz,Los Tamales,45,-110.13694694444445,24.03377805555556
03,030030310,03003,Baja California Sur,La Paz,Los Tejones,14,-110.14791166666667,24.01525277777778
03,030030336,03003,Baja California Sur,La Paz,Agua Amarga,413,-109.90168527777779,23.981244444444442
03,030030341,03003,Baja California Sur,La Paz,Agua de la Costa,172,-109.70811194444445,23.720333055555553
03,030030345,03003,Baja California Sur,La Paz,El Agua de López,21,-110.11703777777777,23.888463333333334
03,030030371,03003,Baja California Sur,La Paz,Álvaro Obregón,57,-110.1954075,23.8775625
03,030030381,03003,Baja California Sur,La Paz,Bajada de la Mesa,55,-109.71548722222222,23.807949166666667
03,030030392,03003,Baja California Sur,La Paz,Los Barriles,1674,-109.7045775,23.680600833333333
03,030030402,03003,Baja California Sur,La Paz,Boca del Álamo,59,-109.80410583333332,23.893400555555555
03,030030418,03003,Baja California Sur,La Paz,Buenos Aires,175,-109.70329638888889,23.697009166666668
03,030030421,03003,Baja California Sur,La Paz,Las Ánimas,68,-110.95330527777779,24.841296666666665
03,030030423,03003,Baja California Sur,La Paz,Los Caballeros,17,-110.11763722222221,23.94287027777778
03,030030432,03003,Baja California Sur,La Paz,El Cajoncito,12,-110.2119938888889,24.15064361111111
03,030030443,03003,Baja California Sur,La Paz,Cananea,35,-110.30829055555556,23.798392222222223
03,030030458,03003,Baja California Sur,La Paz,El Carrizal,717,-110.31332333333333,23.78528166666667
03,030030472,03003,Baja California Sur,La Paz,La Cieneguita,11,-110.9728913888889,24.501996944444443
03,030030482,03003,Baja California Sur,La Paz,Ejido Plutarco Elías Calles,111,-110.14355027777779,23.220804166666664
03,030030484,03003,Baja California Sur,La Paz,La Concepción,15,-109.91948333333333,23.64848333333333
03,030030487,03003,Baja California Sur,La Paz,El Coro,21,-109.76950638888889,23.637745555555554
03,030030488,03003,Baja California Sur,La Paz,El Corral Falso,34,-109.76148027777778,23.646364722222224
03,030030489,03003,Baja California Sur,La Paz,Corral Falso,14,-110.85697805555554,24.808823333333333
03,030030518,03003,Baja California Sur,La Paz,El Datilar,8,-111.07774777777777,24.132115
03,030030525,03003,Baja California Sur,La Paz,Los Divisaderos,37,-110.14342500000001,23.89324611111111
03,030030586,03003,Baja California Sur,La Paz,San José de la Palmilla,16,-111.21492694444444,24.81015222222222
03,030030592,03003,Baja California Sur,La Paz,La Línea,41,-109.7603163888889,23.85993666666667
03,030030638,03003,Baja California Sur,La Paz,Las Palmas,7,-110.1670513888889,23.863692500000003
03,030030640,03003,Baja California Sur,La Paz,El Palmar de Abajo,17,-110.30406166666667,23.64474472222222
03,030030684,03003,Baja California Sur,La Paz,El Pescadero,4245,-110.16752861111111,23.36417416666667
03,030030687,03003,Baja California Sur,La Paz,San Pedro de la Presa,27,-110.99376694444445,24.848020555555554
03,030030697,03003,Baja California Sur,La Paz,San Juan de los Planes,841,-109.93501805555556,23.967867777777776
03,030030732,03003,Baja California Sur,La Paz,El Refugio,10,-110.082415,23.319701388888888
03,030030756,03003,Baja California Sur,La Paz,El Saltito de los García,21,-110.01221833333334,23.221988055555553
03,030030766,03003,Baja California Sur,La Paz,San Antonio,470,-110.05822111111111,23.805498611111112
03,030030771,03003,Baja California Sur,La Paz,San Bartolo,399,-109.8442686111111,23.737885833333333
03,030030778,03003,Baja California Sur,La Paz,San Evaristo,70,-110.70970861111111,24.910759166666665
03,030030784,03003,Baja California Sur,La Paz,San Ignacio,15,-110.00451333333334,23.996142777777777
03,030030785,03003,Baja California Sur,La Paz,San Isidro,5,-109.79019527777777,23.883714722222223
03,030030787,03003,Baja California Sur,La Paz,San Jacinto,16,-110.06738638888889,23.243941111111113
03,030030794,03003,Baja California Sur,La Paz,San José del Rancho,14,-109.98331972222222,23.702415277777778
03,030030800,03003,Baja California Sur,La Paz,San Juan de Dios,6,-109.83486277777777,23.62147277777778
03,030030804,03003,Baja California Sur,La Paz,San Luis,6,-109.92716027777779,23.927806944444445
03,030030830,03003,Baja California Sur,La Paz,San Simón,43,-110.15720583333334,23.378812222222223
03,030030849,03003,Baja California Sur,La Paz,Santa Rita,220,-111.46740444444444,24.589874166666664
03,030030871,03003,Baja California Sur,La Paz,El Saucito,10,-111.09560472222222,24.577529444444444
03,030030894,03003,Baja California Sur,La Paz,Texcalama,11,-110.03973305555556,23.854434166666667
03,030030895,03003,Baja California Sur,La Paz,Texcalama,18,-110.06226861111111,23.449488055555555
03,030030898,03003,Baja California Sur,La Paz,Las Tinas,54,-109.7242538888889,23.817075833333334
03,030030906,03003,Baja California Sur,La Paz,La Trinidad,262,-110.31706805555555,23.808903055555557
03,030030911,03003,Baja California Sur,La Paz,El Triunfo,313,-110.10767222222222,23.803785833333333
03,030030915,03003,Baja California Sur,La Paz,El Valle Perdido,35,-110.12310777777778,23.69671888888889
03,030030920,03003,Baja California Sur,La Paz,La Ventana,306,-109.98984861111111,24.05016638888889
03,030030930,03003,Baja California Sur,La Paz,Las Vinoramas,23,-110.20690388888889,24.1930725
03,030030944,03003,Baja California Sur,La Paz,Melitón Albáñez Domínguez,2409,-110.42001111111112,23.659568333333333
03,030030945,03003,Baja California Sur,La Paz,Alfredo V. Bonfil,86,-110.56687777777778,24.149860555555556
03,030030953,03003,Baja California Sur,La Paz,La Fortuna del Bajío,28,-111.21743500000001,24.652797222222222
03,030030963,03003,Baja California Sur,La Paz,San Juan de la Costa,146,-110.68843055555556,24.371214444444444
03,030030985,03003,Baja California Sur,La Paz,NCPE Conquista Agraria,143,-110.81320722222222,23.983498055555557
03,030030999,03003,Baja California Sur,La Paz,San Luis,59,-110.30463722222223,23.754128333333334
03,030031008,03003,Baja California Sur,La Paz,Puerto Mejía,8,-110.19392916666666,24.291906944444445
03,030031020,03003,Baja California Sur,La Paz,General Juan Domínguez Cota,1027,-109.95325055555556,23.97148888888889
03,030031021,03003,Baja California Sur,La Paz,Los Ángeles,16,-109.99373305555555,23.981190833333333
03,030031027,03003,Baja California Sur,La Paz,Los Laureles,11,-109.99147333333333,23.954948333333334
03,030031039,03003,Baja California Sur,La Paz,El Ciruelito,7,-110.11313388888888,23.87747
03,030031045,03003,Baja California Sur,La Paz,San Ángel,15,-109.88249444444443,23.952825555555556
03,030031050,03003,Baja California Sur,La Paz,El Ancón,110,-110.10132,24.01241472222222
03,030031071,03003,Baja California Sur,La Paz,Agua Blanca,12,-110.01903444444444,23.762534722222224
03,030031106,03003,Baja California Sur,La Paz,Los Crestones,9,-110.13065305555556,23.354522777777778
03,030031107,03003,Baja California Sur,La Paz,Las Lagunillas,81,-110.16362527777778,23.384506944444443
03,030031110,03003,Baja California Sur,La Paz,Los Cuatro Vientos,20,-110.15754166666667,23.347091666666664
03,030031116,03003,Baja California Sur,La Paz,La Matanza,29,-110.10330111111111,23.237110555555557
03,030031122,03003,Baja California Sur,La Paz,Casas de Abajo,14,-110.08029111111111,23.1718075
03,030031227,03003,Baja California Sur,La Paz,San Pedro México,273,-109.89597861111112,23.970818888888886
03,030031287,03003,Baja California Sur,La Paz,El Aguajito,11,-110.15353888888889,23.948577222222223
03,030031290,03003,Baja California Sur,La Paz,Los Arenales,10,-110.11740944444443,23.949031666666666
03,030031296,03003,Baja California Sur,La Paz,El Bajío,28,-109.98569444444445,23.95628138888889
03,030031309,03003,Baja California Sur,La Paz,El Cantil,15,-110.9936625,24.59325361111111
03,030031317,03003,Baja California Sur,La Paz,La Estrella del Norte,6,-110.15441527777779,23.899521944444444
03,030031321,03003,Baja California Sur,La Paz,La Fortuna,13,-109.90512722222223,23.948004722222223
03,030031322,03003,Baja California Sur,La Paz,La Fortuna,11,-110.26100472222222,23.639711666666667
03,030031324,03003,Baja California Sur,La Paz,La Garita,35,-110.23009916666666,23.627670000000002
03,030031338,03003,Baja California Sur,La Paz,La Joya,16,-109.79017055555555,23.72726361111111
03,030031355,03003,Baja California Sur,La Paz,El Refugio,6,-111.10599388888889,24.381225
03,030031359,03003,Baja California Sur,La Paz,San Miguel del Salto,19,-110.17194722222223,23.861914444444444
03,030031364,03003,Baja California Sur,La Paz,Dos de Abril (San Francisco Lanzer),6,-111.20433555555556,24.41394638888889
03,030031369,03003,Baja California Sur,La Paz,San Pablo,10,-109.89357833333334,23.957616944444442
03,030031378,03003,Baja California Sur,La Paz,La Semilla,8,-110.15599250000001,23.932102500000003
03,030031394,03003,Baja California Sur,La Paz,Los Algodones,90,-109.736,23.833439444444444
03,030031410,03003,Baja California Sur,La Paz,La Buena Mujer,6,-110.19412833333334,24.08669722222222
03,030031424,03003,Baja California Sur,La Paz,El Cardonal,308,-109.74802055555556,23.843370277777776
03,030031425,03003,Baja California Sur,La Paz,Agroexportadora del Noroeste,339,-110.3575311111111,24.034937222222222
03,030031450,03003,Baja California Sur,La Paz,El Comitán,87,-110.42363805555556,24.13237888888889
03,030031452,03003,Baja California Sur,La Paz,El Corral de Piedra,18,-110.93532055555556,24.73521138888889
03,030031459,03003,Baja California Sur,La Paz,El Cuave,13,-110.13338250000001,23.86575277777778
03,030031476,03003,Baja California Sur,La Paz,El Galerón,7,-110.18338166666668,23.35122888888889
03,030031486,03003,Baja California Sur,La Paz,Los Guayabitos,11,-110.14013138888889,23.994886944444445
03,030031488,03003,Baja California Sur,La Paz,Los Horconcitos,12,-110.02520111111112,23.34172222222222
03,030031499,03003,Baja California Sur,La Paz,Ley Federal de Reforma Agraria No. 2,123,-110.8243786111111,24.003808888888887
03,030031500,03003,Baja California Sur,La Paz,Ley Federal de Reforma Agraria Número Uno,100,-110.74400472222223,23.961009722222222
03,030031510,03003,Baja California Sur,La Paz,La Matanza,78,-110.27971861111111,23.636420833333332
03,030031525,03003,Baja California Sur,La Paz,La Palmilla,7,-110.19972972222223,24.10717388888889
03,030031526,03003,Baja California Sur,La Paz,San Pablo,9,-110.13711277777779,24.028481666666664
03,030031533,03003,Baja California Sur,La Paz,Las Parritas,13,-110.06241833333333,23.233106944444444
03,030031545,03003,Baja California Sur,La Paz,El Potrero,8,-110.1767438888889,23.354942222222224
03,030031558,03003,Baja California Sur,La Paz,Punta Coyote,11,-110.69659,24.703125
03,030031569,03003,Baja California Sur,La Paz,Agrodelicias de la Baja Sur,37,-110.27340222222222,23.77536611111111
03,030031588,03003,Baja California Sur,La Paz,San Felipe de las Playitas,4,-110.30069222222222,23.54015138888889
03,030031621,03003,Baja California Sur,La Paz,Santa Gertrudis,5,-110.07298472222222,23.534944444444445
03,030031630,03003,Baja California Sur,La Paz,El Sargento,1359,-109.99368916666667,24.081668611111112
03,030031666,03003,Baja California Sur,La Paz,San Marcos (La Ayuquita),7,-109.96152027777778,23.945634166666668
03,030031675,03003,Baja California Sur,La Paz,La Cueva,12,-110.7614175,25.00956861111111
03,030031681,03003,Baja California Sur,La Paz,Punta Alta,31,-110.76006527777778,25.013385
03,030031702,03003,Baja California Sur,La Paz,El Chamizal,11,-111.33515944444444,24.693034166666667
03,030031704,03003,Baja California Sur,La Paz,Iraquí,18,-111.2202675,24.830715555555557
03,030031711,03003,Baja California Sur,La Paz,San Ignacio,12,-111.30611666666667,24.72435472222222
03,030031713,03003,Baja California Sur,La Paz,El Sauce,10,-111.064285,24.66380111111111
03,030031717,03003,Baja California Sur,La Paz,Santa María de Toris,30,-111.02606222222222,24.89911083333333
03,030031718,03003,Baja California Sur,La Paz,Santa Teresita,9,-111.21250222222223,24.79797388888889
03,030031735,03003,Baja California Sur,La Paz,San Cayetano del Ciruelo,11,-111.08668333333333,24.815876666666668
03,030031756,03003,Baja California Sur,La Paz,El Arroyo del Diablo,8,-110.06948805555555,23.938738611111113
03,030031784,03003,Baja California Sur,La Paz,Los Cerritos,126,-110.17519861111111,23.332519722222223
03,030031813,03003,Baja California Sur,La Paz,Ejido San Luis,7,-109.9478725,23.916913055555558
03,030031830,03003,Baja California Sur,La Paz,Las Higueritas,13,-110.99310527777777,24.690393055555557
03,030031884,03003,Baja California Sur,La Paz,El Pescadero,10,-109.71161055555555,23.763258055555557
03,030031885,03003,Baja California Sur,La Paz,La Piedra Larga,11,-110.09615888888888,23.905302777777777
03,030031898,03003,Baja California Sur,La Paz,Los Queleles,10,-110.84297916666667,24.81265777777778
03,030031927,03003,Baja California Sur,La Paz,San Antonio,24,-111.03196666666666,24.74041111111111
03,030031934,03003,Baja California Sur,La Paz,San José,13,-110.30540916666666,23.77288833333333
03,030031944,03003,Baja California Sur,La Paz,San Patricio,14,-110.32496777777777,24.104277222222223
03,030031979,03003,Baja California Sur,La Paz,Las Tunitas,9,-110.82832194444444,24.8147975
03,030031999,03003,Baja California Sur,La Paz,San Isidro,11,-110.9628963888889,24.482136388888886
03,030032007,03003,Baja California Sur,La Paz,Puerto Dátil,34,-111.52119055555555,24.40512722222222
03,030032024,03003,Baja California Sur,La Paz,El Carmen,13,-109.93500722222223,23.98204222222222
03,030032032,03003,Baja California Sur,La Paz,El Cachanilla,328,-110.28155166666667,23.71815111111111
03,030032118,03003,Baja California Sur,La Paz,Rancho Nuevo,16,-110.1544588888889,23.278534999999998
03,030032120,03003,Baja California Sur,La Paz,Las Flores,12,-110.34089972222222,24.099036388888887
03,030032124,03003,Baja California Sur,La Paz,Los Vergelitos,10,-109.99250805555556,23.95731111111111
03,030032132,03003,Baja California Sur,La Paz,El Arroyo del Gato,9,-110.39306500000001,24.091911944444444
03,030032147,03003,Baja California Sur,La Paz,Santa Rosa,20,-110.0056738888889,23.978720277777775
03,030032148,03003,Baja California Sur,La Paz,Santa Rita,10,-110.00417472222222,23.974899166666663
03,030032161,03003,Baja California Sur,La Paz,El Bethel,28,-110.41396333333334,24.07043361111111
03,030032174,03003,Baja California Sur,La Paz,San Juan,13,-110.39785722222223,24.071125833333333
03,030032183,03003,Baja California Sur,La Paz,Ninguno,31,-110.40301916666667,24.062027222222223
03,030032211,03003,Baja California Sur,La Paz,La Piedrita,7,-110.15887222222223,23.78032083333333
03,030032233,03003,Baja California Sur,La Paz,El Pardito,13,-110.5807725,24.853102777777778
03,030032261,03003,Baja California Sur,La Paz,Tortuga del Sol,11,-110.16554333333333,23.320248888888887
03,030032265,03003,Baja California Sur,La Paz,El Carmen,37,-110.30107305555555,23.803956111111113
03,030032270,03003,Baja California Sur,La Paz,Campestre el Mezquitito,61,-110.28298055555555,24.09812111111111
03,030032288,03003,Baja California Sur,La Paz,Tres Palmas (Ejido San Vicente),24,-109.95130833333333,23.945396944444443
03,030032306,03003,Baja California Sur,La Paz,Los Jiménez,7,-110.28704916666666,23.525513888888888
03,030032310,03003,Baja California Sur,La Paz,La Matancita,17,-110.08375555555556,23.975264999999997
03,030032313,03003,Baja California Sur,La Paz,El Milagro,5,-109.94504972222222,23.96822111111111
03,030032351,03003,Baja California Sur,La Paz,La Higuera,3,-110.40724472222223,24.08153777777778
03,030032368,03003,Baja California Sur,La Paz,Los Bledales (La Ceibita),9,-110.278145,24.103778333333334
03,030032479,03003,Baja California Sur,La Paz,Las Norias (Las Palmas),6,-110.18780277777778,23.34811388888889
03,030032515,03003,Baja California Sur,La Paz,Palo Blanco,64,-109.707255,23.706262499999998
03,030032530,03003,Baja California Sur,La Paz,Colonia 28 de Octubre (Kilómetro 6),12,-110.26268666666667,24.09552361111111
03,030032531,03003,Baja California Sur,La Paz,Demasías de los Bledales,25,-110.2914475,24.113049166666666
03,030032561,03003,Baja California Sur,La Paz,Chekos [Minisúper],9,-110.22541972222223,23.65262611111111
03,030032568,03003,Baja California Sur,La Paz,La Joya del Mar [Empacadora],40,-110.20577277777778,23.494478055555557
03,030032574,03003,Baja California Sur,La Paz,Kilómetro 44,9,-110.20205555555556,23.505810277777776
03,030032578,03003,Baja California Sur,La Paz,El Salitral,30,-110.15981000000001,23.309821944444444
03,030032599,03003,Baja California Sur,La Paz,La Ceiba,7,-110.38400638888889,24.04518527777778
03,030032601,03003,Baja California Sur,La Paz,Demasias de la Matanza,54,-110.22354027777779,23.65536583333333
03,030032623,03003,Baja California Sur,La Paz,La Buena Suerte,14,-110.23368027777778,23.696900833333334
03,030032669,03003,Baja California Sur,La Paz,La Higuera,30,-110.96545694444444,24.886007222222222
03,030032670,03003,Baja California Sur,La Paz,El Desmonte,10,-110.17549000000001,23.362470555555557
03,030032674,03003,Baja California Sur,La Paz,El Muro,8,-111.03330138888889,24.887303333333332
03,030032679,03003,Baja California Sur,La Paz,El Paraje,26,-110.15252500000001,23.35526916666667
03,030032727,03003,Baja California Sur,La Paz,Ninguno,6,-110.1878263888889,23.389719166666666
03,030032728,03003,Baja California Sur,La Paz,El Manantial,10,-109.94587250000001,23.950725
03,030032729,03003,Baja California Sur,La Paz,Rancho el Gordo,179,-109.90540916666667,23.93244027777778
03,030032733,03003,Baja California Sur,La Paz,El Zalate de Arriba,32,-110.16281527777778,23.372585833333332
03,030032751,03003,Baja California Sur,La Paz,Chayito [Mini Súper],15,-109.99635666666667,23.983015833333333
03,030032753,03003,Baja California Sur,La Paz,El Jalito,6,-109.99906722222222,24.121123055555557
03,030032767,03003,Baja California Sur,La Paz,Felipes [Restaurante],41,-110.17892722222223,23.374739166666668
03,030032769,03003,Baja California Sur,La Paz,Campamento Agrícola del Mar,69,-110.18685194444444,23.5117825
03,030032808,03003,Baja California Sur,La Paz,Santa Lidia [Agrícola],20,-110.28816,23.774742777777778
03,030032869,03003,Baja California Sur,La Paz,González [Ultramarinos],9,-110.14049777777778,23.786260277777778
03,030032881,03003,Baja California Sur,La Paz,Colonia Primero de Mayo,29,-110.26878972222222,24.081092777777776
03,030032916,03003,Baja California Sur,La Paz,Granjeros Guaycura,17,-110.25498472222222,24.140235555555556
03,030033020,03003,Baja California Sur,La Paz,Campestre el Cardón [Fraccionamiento],15,-110.29273166666667,23.996423333333333
03,030033022,03003,Baja California Sur,La Paz,El Acero [Recicladora],19,-110.25492527777777,24.18334861111111
03,030033110,03003,Baja California Sur,La Paz,Las Isabeles,20,-110.29148055555555,23.785253611111113
03,030033135,03003,Baja California Sur,La Paz,Palo Blanco,13,-111.06641305555556,24.47209583333333
03,030033156,03003,Baja California Sur,La Paz,Ampliación de la Matanza,133,-110.26153277777777,23.646166666666666
03,030033223,03003,Baja California Sur,La Paz,El Teporocho,18,-110.14776111111112,23.359680555555556
03,030033224,03003,Baja California Sur,La Paz,Pénjamo,8,-110.18767777777778,23.372477777777778
03,030033228,03003,Baja California Sur,La Paz,Salvatierra,11,-110.17868138888889,23.366521666666667
03,030033229,03003,Baja California Sur,La Paz,Las Maravillas,43,-110.17656916666667,23.365043333333336
03,030033261,03003,Baja California Sur,La Paz,Santa Viviana,44,-110.250205,23.62692611111111
03,030033274,03003,Baja California Sur,La Paz,La Charrasqueada,5,-110.18505527777778,23.34752111111111
03,030033290,03003,Baja California Sur,La Paz,La Biznaga,17,-110.42271861111112,23.66437111111111
03,030080001,03008,Baja California Sur,Los Cabos,San José del Cabo,136285,-109.69474916666667,23.06159138888889
03,030080003,03008,Baja California Sur,Los Cabos,El Agua Azul,16,-109.69819805555557,23.522214444444444
03,030080004,03008,Baja California Sur,Los Cabos,Agua Caliente,173,-109.77411638888888,23.442411111111113
03,030080022,03008,Baja California Sur,Los Cabos,El Anhelo,13,-109.92032055555556,23.03517805555556
03,030080034,03008,Baja California Sur,Los Cabos,El Barranco,18,-110.09869499999999,23.110211666666668
03,030080040,03008,Baja California Sur,Los Cabos,Boca de la Sierra,137,-109.8167061111111,23.3851075
03,030080043,03008,Baja California Sur,Los Cabos,Boca del Salado,5,-109.43651916666667,23.290095
03,030080045,03008,Baja California Sur,Los Cabos,Boca de la Vinorama,12,-109.44950055555556,23.22371083333333
03,030080048,03008,Baja California Sur,Los Cabos,Buenavista,705,-109.69832777777778,23.657355555555554
03,030080053,03008,Baja California Sur,Los Cabos,Cabo Pulmo,61,-109.42920805555556,23.43802638888889
03,030080054,03008,Baja California Sur,Los Cabos,Cabo San Lucas,202694,-109.92518611111112,22.897018888888887
03,030080055,03008,Baja California Sur,Los Cabos,Las Cabras,13,-109.75005138888889,23.447505555555555
03,030080056,03008,Baja California Sur,Los Cabos,Caduaño,373,-109.77952333333333,23.333591666666667
03,030080061,03008,Baja California Sur,Los Cabos,La Calabaza,5,-109.63733166666667,23.34356722222222
03,030080063,03008,Baja California Sur,Los Cabos,La Candelaria,98,-110.02406916666666,23.074530555555555
03,030080065,03008,Baja California Sur,Los Cabos,El Cantil,27,-109.7064113888889,23.493795555555558
03,030080080,03008,Baja California Sur,Los Cabos,La Cieneguita,16,-109.94581388888889,23.24305027777778
03,030080088,03008,Baja California Sur,Los Cabos,El Cajón de los Reyes,19,-109.70824166666667,23.328580277777778
03,030080093,03008,Baja California Sur,Los Cabos,Las Cuevas,67,-109.67551555555556,23.533336666666667
03,030080114,03008,Baja California Sur,Los Cabos,Los Encinitos,14,-109.66208888888889,23.1405
03,030080120,03008,Baja California Sur,Los Cabos,La Fortuna,26,-109.50744527777778,23.145083888888887
03,030080159,03008,Baja California Sur,Los Cabos,Miraflores,1352,-109.77821944444445,23.36681527777778
03,030080164,03008,Baja California Sur,Los Cabos,Las Norias,10,-109.60228222222221,23.216733055555554
03,030080177,03008,Baja California Sur,Los Cabos,Palo Escopeta,76,-109.58260833333333,23.2204125
03,030080180,03008,Baja California Sur,Los Cabos,Panamá,72,-109.72155111111111,23.466304166666667
03,030080197,03008,Baja California Sur,Los Cabos,Migriño,22,-110.09510472222222,23.04645388888889
03,030080202,03008,Baja California Sur,Los Cabos,El Pozo de Cota,23,-110.08797194444443,23.01510111111111
03,030080203,03008,Baja California Sur,Los Cabos,Los Pozos,87,-109.95927972222222,23.016806388888888
03,030080209,03008,Baja California Sur,Los Cabos,El Ranchito,227,-109.75339444444444,23.361318888888892
03,030080217,03008,Baja California Sur,Los Cabos,La Ribera,2320,-109.58606694444444,23.596563055555553
03,030080221,03008,Baja California Sur,Los Cabos,El Rosarito,4,-109.63548055555556,23.37481916666667
03,030080243,03008,Baja California Sur,Los Cabos,Barrio de San Isidro,34,-109.70672444444445,23.480050833333333
03,030080246,03008,Baja California Sur,Los Cabos,San Jorge,54,-109.79082027777777,23.473251666666666
03,030080251,03008,Baja California Sur,Los Cabos,San Juan,14,-109.74216055555556,23.182148333333334
03,030080265,03008,Baja California Sur,Los Cabos,San Ramón,4,-109.99414388888889,23.055066111111113
03,030080271,03008,Baja California Sur,Los Cabos,Santa Catarina,651,-109.6902413888889,23.143975555555556
03,030080272,03008,Baja California Sur,Los Cabos,Santa Cruz de los Zacatitos,39,-109.57187777777777,23.09059333333333
03,030080273,03008,Baja California Sur,Los Cabos,Santa Elena,7,-109.47939916666667,23.175691944444445
03,030080280,03008,Baja California Sur,Los Cabos,Santiago,644,-109.71492833333333,23.48199861111111
03,030080311,03008,Baja California Sur,Los Cabos,El Zacatal,30,-109.74211194444445,23.46773222222222
03,030080335,03008,Baja California Sur,Los Cabos,El Coyote,20,-109.70405305555556,23.334781666666665
03,030080339,03008,Baja California Sur,Los Cabos,El Chinal,36,-109.77807138888889,23.382398055555555
03,030080348,03008,Baja California Sur,Los Cabos,Matancitas,442,-109.72936333333334,23.463554166666665
03,030080350,03008,Baja California Sur,Los Cabos,Las Milpillas,9,-109.7618036111111,23.444349444444445
03,030080351,03008,Baja California Sur,Los Cabos,La Misión,11,-109.6993988888889,23.50324361111111
03,030080355,03008,Baja California Sur,Los Cabos,La Palma,8,-109.75520833333333,23.272312499999998
03,030080358,03008,Baja California Sur,Los Cabos,El Rancho,15,-109.78710027777778,23.381339444444446
